TXN_ID,DATE,MINISTRY_CODE,MINISTRY_NAME,ACCOUNT_CODE,DESCRIPTION,VENDOR,AMOUNT_KES,PAYMENT_METHOD
KE-2402131,21/02/2024,MOH,Ministry of Health,2211320,Cervical cancer screening,Public Health Institute,2626.28,CHEQUE
KE-2402132,28/07/2023,MOFA,Ministry of Family Affairs,2211407,Cleaning and fumigation - health facilities,Highlands Print Works,87644.42,MOBILE_MONEY
KE-2402133,10/08/2023,MOE,Ministry of Education,2211305,Immunisation outreach,Sunrise Cleaning Services,1886118.89,MOBILE_MONEY
KE-2402134,05/03/2024,MOI,Ministry of Interior,2211306,Antenatal outreach services,PharmaWest Africa,1518.06,CHEQUE
KE-2402135,19/04/2024,MOF,Ministry of Finance,2211201,Laboratory reagents,TransAfrica Logistics,650236.24,CHEQUE
KE-2402136,27/03/2024,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,BuildRight Contractors,629956.88,BANK_TRANSFER
KE-2402137,07/11/2023,MOF,Ministry of Finance,2211511,Printing and stationery,SafeWater Kenya,2423.66,CHEQUE
KE-2402138,21/07/2023,MOFA,Ministry of Family Affairs,2211305,Immunisation outreach,Highlands Print Works,,CHEQUE
KE-2402139,16/12/2023,MOF,Ministry of Finance,2211511,Printing and stationery,Highlands Print Works,501206.23,MOBILE_MONEY
KE-2402140,14/08/2023,MOF,Ministry of Finance,2211105,HIV TEST KITS AND ARVS,Regional Bank Services,103974.0,MOBILE_MONEY
KE-2402141,05/03/2024,MOI,Ministry of Interior,2211511,Printing and stationery,Vitalis Pharma,337934.44,CHEQUE
KE-2402142,30/08/2023,MOFA,Ministry of Family Affairs,2211103,Vaccines,Public Health Institute,6852.25,BANK_TRANSFER
KE-2402143,17/10/2023,MOE,Ministry of Education,2211101,Medical drugs,Sunrise Cleaning Services,32453.84,BANK_TRANSFER
KE-2402144,13/05/2024,MOH,Ministry of Health,2211320,Cervical cancer screening,Public Health Institute,2313.95,BANK_TRANSFER
KE-2402145,11/09/2023,MOI,Ministry of Interior,2211101,Medical drugs,NextGen IT,16266.22,MOBILE_MONEY
KE-2402146,11/03/2024,MOI,Ministry of Interior,2211102,Contraceptives and family planning commodities,MedSupplies Ltd,3399.56,MOBILE_MONEY
KE-2402147,09/04/2024,MOE,Ministry of Education,2211110,Maternity supplies and delivery kits,MedSupplies Ltd,94688.92,CHEQUE
KE-2402148,04/11/2023,MOFA,Ministry of Family Affairs,2211110,Maternity supplies and delivery kits,MediPlus Distributors,17785.4,BANK_TRANSFER
KE-2402149,30/10/2023,MOH,Ministry of Health,2211103,Vaccines,MedSupplies Ltd,7984.76,MOBILE_MONEY
KE-2402150,11/09/2023,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,Vitalis Pharma,8289.85,CHEQUE
KE-2402151,18/03/2024,MOI,Ministry of Interior,2211306,Antenatal outreach services,TransAfrica Logistics,48506.83,BANK_TRANSFER
KE-2402152,08/09/2023,MOFA,Ministry of Family Affairs,2211110,Maternity supplies and delivery kits,Care Foundation,34616.47,BANK_TRANSFER
KE-2402153,14/11/2023,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,Regional Bank Services,134559.37,CHEQUE
KE-2402154,07/12/2023,MOH,Ministry of Health,2211305,Immunisation outreach,MedSupplies Ltd,65647.69,BANK_TRANSFER
KE-2402155,05/09/2023,MOFA,Ministry of Family Affairs,2211110,maternity supplies and delivery kits,Modern Office Systems,1611.44,MOBILE_MONEY
KE-2402156,09/06/2024,MOE,Ministry of Education,2211201,Laboratory reagents,MedSupplies Ltd,133072.95,MOBILE_MONEY
KE-2402157,11/03/2024,MOF,Ministry of Finance,2211407,cleaning and fumigation - health facilities,MedSupplies Ltd,1335247.99,BANK_TRANSFER
KE-2402158,11/06/2024,MOI,Ministry of Interior,2211102,Contraceptives and family planning commodities,TechnoServ Africa,275837.29,BANK_TRANSFER
KE-2402159,21/12/2023,MOF,Ministry of Finance,2211308,Youth SRH counselling services,BuildRight Contractors,645627.35,BANK_TRANSFER
KE-2402160,06/04/2024,MOE,Ministry of Education,2210201,Communication supplies,Regional Bank Services,33094.29,BANK_TRANSFER
KE-2402161,23/01/2024,MOF,Ministry of Finance,2211201,Laboratory reagents,TransAfrica Logistics,186972.71,MOBILE_MONEY
KE-2402162,20/04/2024,MOF,Ministry of Finance,2211105,HIV test kits and ARVs,SafeWater Kenya,189122.28,BANK_TRANSFER
KE-2402163,14/09/2023,MOF,Ministry of Finance,2211501,Refined fuels,SafeWater Kenya,33938.02,MOBILE_MONEY
KE-2402164,05/10/2023,MOF,Ministry of Finance,3110101,Construction of buildings - health facilities,GreenLeaf Consultancy,6842.85,MOBILE_MONEY
KE-2402165,22/01/2024,MOFA,Ministry of Family Affairs,2211103,Vaccines,Sunrise Cleaning Services,19691.9,BANK_TRANSFER
KE-2402166,30/04/2024,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,Vitalis Pharma,1499521.84,BANK_TRANSFER
KE-2402167,11/08/2023,MOH,Ministry of Health,2211305,Immunisation outreach,Vitalis Pharma,120172.23,MOBILE_MONEY
KE-2402168,06/03/2024,MOF,Ministry of Finance,2211511,Printing and stationery,PharmaWest Africa,66586.93,BANK_TRANSFER
KE-2402169,04/09/2023,MOI,Ministry of Interior,2211320,CERVICAL CANCER SCREENING,Highlands Print Works,22266.73,MOBILE_MONEY
KE-2402170,01/09/2023,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,GreenLeaf Consultancy,1110294.93,CHEQUE
KE-2402171,14/02/2024,MOH,Ministry of Health,2210201,Communication supplies,MedSupplies Ltd,64509.38,BANK_TRANSFER
KE-2402172,21/02/2024,MOFA,Ministry of Family Affairs,2211501,Refined fuels,SafeWater Kenya,80750.2,CHEQUE
KE-2402173,26/11/2023,MOH,Ministry of Health,2210301,Domestic travel,Care Foundation,1531.52,CHEQUE
KE-2402174,29/01/2024,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,BuildRight Contractors,6566.92,BANK_TRANSFER
KE-2402175,01/06/2024,MOFA,Ministry of Family Affairs,2210301,Domestic travel,SafeWater Kenya,23874.82,CHEQUE
KE-2402176,24/05/2024,MOE,Ministry of Education,2211102,Contraceptives and family planning commodities,Regional Bank Services,1003937.84,BANK_TRANSFER
KE-2402177,21/05/2024,MOFA,Ministry of Family Affairs,2210201,Communication supplies,TransAfrica Logistics,93173.45,CHEQUE
KE-2402178,06/10/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,Sunrise Cleaning Services,7768.16,CHEQUE
KE-2402179,22/06/2024,MOF,Ministry of Finance,2211404,SGBV survivor support services,NextGen IT,602256.48,CHEQUE
KE-2402180,03/12/2023,MOE,Ministry of Education,3110701,Purchase of vehicles - ambulances,SafeWater Kenya,4730.97,BANK_TRANSFER
KE-2402181,11/11/2023,MOF,Ministry of Finance,2211306,Antenatal outreach services,Nile Motors,1123531.22,CHEQUE
KE-2402182,11/12/2023,MOH,Ministry of Health,2210201,Communication supplies,TechnoServ Africa,2100545.04,CHEQUE
KE-2402183,16/07/2023,MOI,Ministry of Interior,2211306,Antenatal outreach services,GreenLeaf Consultancy,1490863.25,BANK_TRANSFER
KE-2402184,18/07/2023,MOI,Ministry of Interior,2211199,General medical consumables,Sunrise Cleaning Services,302213.49,CHEQUE
KE-2402185,15/10/2023,MOE,Ministry of Education,2211404,SGBV survivor support services,Nile Motors,-804981.21,CHEQUE
KE-2402186,18/07/2023,MOE,Ministry of Education,2211306,Antenatal outreach services,MedSupplies Ltd,1812.41,MOBILE_MONEY
KE-2402187,26/07/2023,MOE,Ministry of Education,2211201,Laboratory reagents,Regional Bank Services,1170.9,MOBILE_MONEY
KE-2402188,24/11/2023,MOF,Ministry of Finance,2211501,Refined fuels,Highlands Print Works,790723.61,MOBILE_MONEY
KE-2402189,10/12/2023,MOI,Ministry of Interior,3110701,Purchase of vehicles - ambulances,BuildRight Contractors,33482.56,MOBILE_MONEY
KE-2402190,14/04/2024,MOE,Ministry of Education,2211306,Antenatal outreach services,TransAfrica Logistics,270097.3,MOBILE_MONEY
KE-2402191,29/06/2024,MOF,Ministry of Finance,2211305,Immunisation outreach,GreenLeaf Consultancy,1699.58,MOBILE_MONEY
KE-2402192,24/06/2024,MOE,Ministry of Education,2211306,Antenatal outreach services,SafeWater Kenya,65747.88,CHEQUE
KE-2402193,12/09/2023,MOI,Ministry of Interior,2210301,Domestic travel,Modern Office Systems,2014075.26,MOBILE_MONEY
KE-2402194,09/04/2024,MOF,Ministry of Finance,2211103,Vaccines,Care Foundation,785388.63,MOBILE_MONEY
KE-2402195,14/06/2024,MOFA,Ministry of Family Affairs,2211101,Medical drugs,Modern Office Systems,134743.92,MOBILE_MONEY
KE-2402196,26/01/2024,MOE,Ministry of Education,2211404,SGBV survivor support services,MediPlus Distributors,916179.65,MOBILE_MONEY
KE-2402197,21/03/2024,MOI,Ministry of Interior,2211105,HIV test kits and ARVs,Modern Office Systems,1531.5,BANK_TRANSFER
KE-2402198,13/01/2024,MOF,Ministry of Finance,2211305,Immunisation outreach,PharmaWest Africa,255449.66,MOBILE_MONEY
KE-2402199,27/01/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,Modern Office Systems,175849.82,BANK_TRANSFER
KE-2402200,30/07/2023,MOF,Ministry of Finance,2211308,Youth SRH counselling services,Sunrise Cleaning Services,5133.77,MOBILE_MONEY
KE-2402201,17/01/2024,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,TransAfrica Logistics,3165.35,MOBILE_MONEY
KE-2402202,09/03/2024,MOF,Ministry of Finance,2211320,Cervical cancer screening,Modern Office Systems,1114284.6,CHEQUE
KE-2402203,17/11/2023,MOH,Ministry of Health,2211201,Laboratory reagents,Highlands Print Works,775398.88,CHEQUE
KE-2402204,27/11/2023,MOE,Ministry of Education,2211110,Maternity supplies and delivery kits,Public Health Institute,271563.85,BANK_TRANSFER
KE-2402205,11/05/2024,MOI,Ministry of Interior,2211511,Printing and stationery,TechnoServ Africa,292281.32,CHEQUE
KE-2402206,30/10/2023,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,Public Health Institute,132476.33,BANK_TRANSFER
KE-2402207,14/07/2023,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,Nile Motors,923538.17,CHEQUE
KE-2402208,16/02/2024,MOF,Ministry of Finance,2210301,Domestic travel,PharmaWest Africa,6080.22,CHEQUE
KE-2402209,24/03/2024,MOI,Ministry of Interior,2211320,Cervical cancer screening,Sunrise Cleaning Services,108694.82,BANK_TRANSFER
KE-2402210,28/07/2023,MOH,Ministry of Health,2211101,Medical drugs,Sunrise Cleaning Services,28854.29,MOBILE_MONEY
KE-2402211,31/01/2024,MOFA,Ministry of Family Affairs,2211511,Printing and stationery,TechnoServ Africa,657851.4,CHEQUE
KE-2402212,29/12/2023,MOFA,Ministry of Family Affairs,3110701,purchase of vehicles - ambulances,TransAfrica Logistics,139406.67,CHEQUE
KE-2402213,09/09/2023,MOF,Ministry of Finance,2211308,Youth SRH counselling services,Regional Bank Services,2314.25,CHEQUE
KE-2402214,05/08/2023,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,Sunrise Cleaning Services,607004.99,CHEQUE
KE-2402215,11/08/2023,MOH,Ministry of Health,2210201,COMMUNICATION SUPPLIES,Sunrise Cleaning Services,5631.5,MOBILE_MONEY
KE-2402216,24/11/2023,MOE,Ministry of Education,2110101,Basic salaries - permanent employees,Public Health Institute,841804.52,MOBILE_MONEY
KE-2402217,19/11/2023,MOH,Ministry of Health,2211305,IMMUNISATION OUTREACH,GreenLeaf Consultancy,22330.21,BANK_TRANSFER
KE-2402218,22/12/2023,MOF,Ministry of Finance,2211105,HIV test kits and ARVs,Highlands Print Works,302248.66,CHEQUE
KE-2402219,26/06/2024,MOFA,Ministry of Family Affairs,2211501,Refined fuels,Sunrise Cleaning Services,1024315.84,MOBILE_MONEY
KE-2402220,02/09/2023,MOI,Ministry of Interior,2211404,SGBV survivor support services,Care Foundation,186745.23,MOBILE_MONEY
KE-2402221,29/11/2023,MOE,Ministry of Education,2211501,Refined fuels,Highlands Print Works,500374.73,BANK_TRANSFER
KE-2402222,12/09/2023,MOE,Ministry of Education,2211501,Refined fuels,Public Health Institute,3587.18,MOBILE_MONEY
KE-2402223,03/05/2024,MOFA,Ministry of Family Affairs,2211404,SGBV survivor support services,Sunrise Cleaning Services,2541.7,CHEQUE
KE-2402224,26/10/2023,MOE,Ministry of Education,2211105,hiv test kits and arvs,Public Health Institute,1563328.1,CHEQUE
KE-2402225,24/04/2024,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,Regional Bank Services,5550.42,MOBILE_MONEY
KE-2402226,22/06/2024,MOI,Ministry of Interior,2210301,Domestic travel,BuildRight Contractors,18730.92,CHEQUE
KE-2402227,02/07/2023,MOF,Ministry of Finance,2211201,Laboratory reagents,MedSupplies Ltd,18779.06,CHEQUE
KE-2402228,26/12/2023,MOI,Ministry of Interior,2211511,Printing and stationery,Care Foundation,528910.57,BANK_TRANSFER
KE-2402229,20/05/2024,MOFA,Ministry of Family Affairs,3110701,Purchase of vehicles - ambulances,United Diagnostics,6812.25,MOBILE_MONEY
KE-2402230,01/06/2024,MOFA,Ministry of Family Affairs,2211407,Cleaning and fumigation - health facilities,BuildRight Contractors,207351.17,MOBILE_MONEY
KE-2402231,10/04/2024,MOFA,Ministry of Family Affairs,2211501,Refined fuels,TransAfrica Logistics,17923.48,BANK_TRANSFER
KE-2402232,28/10/2023,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,TransAfrica Logistics,2307.49,CHEQUE
KE-2402233,25/09/2023,MOF,Ministry of Finance,2210301,Domestic travel,GreenLeaf Consultancy,805779.54,MOBILE_MONEY
KE-2402234,19/08/2023,MOI,Ministry of Interior,2211407,Cleaning and fumigation - health facilities,SafeWater Kenya,1974483.78,CHEQUE
KE-2402235,02/11/2023,MOH,Ministry of Health,2211404,SGBV survivor support services,MedSupplies Ltd,377644.63,BANK_TRANSFER
KE-2402236,19/08/2023,MOFA,Ministry of Family Affairs,2210201,communication supplies,MediPlus Distributors,294149.45,BANK_TRANSFER
KE-2402237,06/06/2024,MOFA,Ministry of Family Affairs,2211103,Vaccines,TechnoServ Africa,1408581.78,CHEQUE
KE-2402238,14/04/2024,MOE,Ministry of Education,2211201,Laboratory reagents,Modern Office Systems,2567.48,CHEQUE
KE-2402239,03/12/2023,MOH,Ministry of Health,2211306,Antenatal outreach services,United Diagnostics,131715.5,CHEQUE
KE-2402240,04/05/2024,MOI,Ministry of Interior,2210301,DOMESTIC TRAVEL,Sunrise Cleaning Services,35844.1,CHEQUE
KE-2402241,02/05/2024,MOE,Ministry of Education,2211501,Refined fuels,Care Foundation,1627655.28,CHEQUE
KE-2402242,31/03/2024,MOE,Ministry of Education,2211308,Youth SRH counselling services,Highlands Print Works,3979.27,CHEQUE
KE-2402243,26/10/2023,MOF,Ministry of Finance,2211404,SGBV survivor support services,Nile Motors,1103347.59,BANK_TRANSFER
KE-2402244,15/10/2023,MOE,Ministry of Education,2211201,Laboratory reagents,Regional Bank Services,2067.82,BANK_TRANSFER
KE-2402245,12/10/2023,MOFA,Ministry of Family Affairs,2211306,Antenatal outreach services,NextGen IT,267888.88,CHEQUE
KE-2402246,20/12/2023,MOE,Ministry of Education,2211201,Laboratory reagents,Sunrise Cleaning Services,129996.95,CHEQUE
KE-2402247,04/04/2024,MOI,Ministry of Interior,2211306,Antenatal outreach services,NextGen IT,8021.86,CHEQUE
KE-2402248,29/01/2024,MOE,Ministry of Education,2211501,Refined fuels,BuildRight Contractors,111686.26,MOBILE_MONEY
KE-2402249,02/03/2024,MOI,Ministry of Interior,2211306,Antenatal outreach services,Vitalis Pharma,1185161.68,CHEQUE
KE-2402250,18/12/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,SafeWater Kenya,-762185.14,BANK_TRANSFER
KE-2402251,15/06/2024,MOE,Ministry of Education,2211501,Refined fuels,United Diagnostics,18869.33,BANK_TRANSFER
KE-2402252,27/03/2024,MOI,Ministry of Interior,2211306,Antenatal outreach services,NextGen IT,897840.02,BANK_TRANSFER
KE-2402253,02/05/2024,MOI,Ministry of Interior,2211404,SGBV survivor support services,TransAfrica Logistics,61851.19,BANK_TRANSFER
KE-2402254,24/10/2023,MOE,Ministry of Education,2211103,Vaccines,Regional Bank Services,5966.0,MOBILE_MONEY
KE-2402255,10/07/2023,MOH,Ministry of Health,2211404,SGBV survivor support services,Highlands Print Works,1550.68,CHEQUE
KE-2402256,27/04/2024,MOF,Ministry of Finance,2211306,Antenatal outreach services,MedSupplies Ltd,1326.72,MOBILE_MONEY
KE-2402257,19/01/2024,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,Sunrise Cleaning Services,2612.56,MOBILE_MONEY
KE-2402258,08/04/2024,MOE,Ministry of Education,2211501,Refined fuels,Nile Motors,1809.03,MOBILE_MONEY
KE-2402259,09/07/2023,MOI,Ministry of Interior,2211199,General medical consumables,United Diagnostics,1134344.96,CHEQUE
KE-2402260,27/03/2024,MOFA,Ministry of Family Affairs,2211306,Antenatal outreach services,TransAfrica Logistics,173833.57,BANK_TRANSFER
KE-2402261,23/03/2024,MOH,Ministry of Health,2110101,Basic salaries - permanent employees,Regional Bank Services,113234.43,BANK_TRANSFER
KE-2402262,17/07/2023,MOH,Ministry of Health,2211102,Contraceptives and family planning commodities,SafeWater Kenya,1578.83,BANK_TRANSFER
KE-2402263,01/04/2024,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,United Diagnostics,64983.54,MOBILE_MONEY
KE-2402264,17/08/2023,MOE,Ministry of Education,2211110,Maternity supplies and delivery kits,PharmaWest Africa,17318.7,BANK_TRANSFER
KE-2402265,01/07/2023,MOF,Ministry of Finance,2211404,SGBV survivor support services,Nile Motors,1231162.75,CHEQUE
KE-2402266,14/05/2024,MOF,Ministry of Finance,2211199,General medical consumables,Nile Motors,257111.0,CHEQUE
KE-2402267,11/09/2023,MOF,Ministry of Finance,2110101,Basic salaries - permanent employees,Modern Office Systems,372750.98,BANK_TRANSFER
KE-2402268,08/02/2024,MOF,Ministry of Finance,2211103,Vaccines,MedSupplies Ltd,116685.31,MOBILE_MONEY
KE-2402269,08/09/2023,MOF,Ministry of Finance,2211308,Youth SRH counselling services,TechnoServ Africa,896329.19,MOBILE_MONEY
KE-2402270,20/09/2023,MOI,Ministry of Interior,2211102,Contraceptives and family planning commodities,NextGen IT,199895.54,BANK_TRANSFER
KE-2402271,14/11/2023,MOH,Ministry of Health,2211105,HIV test kits and ARVs,Vitalis Pharma,562620.87,MOBILE_MONEY
KE-2402272,15/07/2023,MOH,Ministry of Health,2211199,General medical consumables,MediPlus Distributors,83722.91,MOBILE_MONEY
KE-2402273,23/01/2024,MOI,Ministry of Interior,2211305,Immunisation outreach,MediPlus Distributors,237741.06,CHEQUE
KE-2402274,23/12/2023,MOF,Ministry of Finance,2210301,Domestic travel,MedSupplies Ltd,35898.64,BANK_TRANSFER
KE-2402275,13/06/2024,MOF,Ministry of Finance,2211199,General medical consumables,SafeWater Kenya,1167551.19,BANK_TRANSFER
KE-2402276,26/04/2024,MOE,Ministry of Education,2211101,Medical drugs,Vitalis Pharma,108230.39,CHEQUE
KE-2402277,14/10/2023,MOF,Ministry of Finance,2211102,Contraceptives and family planning commodities,Highlands Print Works,1468577.82,MOBILE_MONEY
KE-2402278,08/11/2023,MOH,Ministry of Health,2211501,Refined fuels,MediPlus Distributors,1548551.46,MOBILE_MONEY
KE-2402279,18/06/2024,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,Regional Bank Services,78405.35,MOBILE_MONEY
KE-2402280,26/01/2024,MOE,Ministry of Education,2211105,hiv test kits and arvs,GreenLeaf Consultancy,247761.73,CHEQUE
KE-2402281,01/12/2023,MOF,Ministry of Finance,2211305,Immunisation outreach,TransAfrica Logistics,27044.15,BANK_TRANSFER
KE-2402282,01/06/2024,MOFA,Ministry of Family Affairs,2211306,Antenatal outreach services,Sunrise Cleaning Services,223308.28,MOBILE_MONEY
KE-2402283,07/03/2024,MOFA,Ministry of Family Affairs,2211308,YOUTH SRH COUNSELLING SERVICES,United Diagnostics,2361.61,CHEQUE
KE-2402284,21/09/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,TransAfrica Logistics,-22065.1,BANK_TRANSFER
KE-2402285,16/01/2024,MOE,Ministry of Education,2211102,contraceptives and family planning commodities,GreenLeaf Consultancy,561543.06,CHEQUE
KE-2402286,28/05/2024,MOI,Ministry of Interior,2211201,Laboratory reagents,MedSupplies Ltd,810237.8,MOBILE_MONEY
KE-2402287,15/07/2023,MOF,Ministry of Finance,2211199,General medical consumables,Regional Bank Services,5913.49,CHEQUE
KE-2402288,23/02/2024,MOF,Ministry of Finance,2211199,General medical consumables,Highlands Print Works,133759.85,MOBILE_MONEY
KE-2402289,14/05/2024,MOI,Ministry of Interior,3110101,Construction of buildings - health facilities,Modern Office Systems,87184.77,CHEQUE
KE-2402290,25/07/2023,MOE,Ministry of Education,2210301,Domestic travel,TransAfrica Logistics,776589.07,CHEQUE
KE-2402291,30/08/2023,MOI,Ministry of Interior,2210301,DOMESTIC TRAVEL,MediPlus Distributors,652949.53,CHEQUE
KE-2402292,31/05/2024,MOFA,Ministry of Family Affairs,2211110,Maternity supplies and delivery kits,Regional Bank Services,257617.93,CHEQUE
KE-2402293,30/07/2023,MOH,Ministry of Health,2211404,SGBV survivor support services,MedSupplies Ltd,415091.47,MOBILE_MONEY
KE-2402294,11/08/2023,MOF,Ministry of Finance,2210201,Communication supplies,Regional Bank Services,1829364.5,MOBILE_MONEY
KE-2402295,09/07/2023,MOH,Ministry of Health,2211320,Cervical cancer screening,Sunrise Cleaning Services,2057.95,BANK_TRANSFER
KE-2402296,09/02/2024,MOE,Ministry of Education,2210301,Domestic travel,Care Foundation,574288.23,MOBILE_MONEY
KE-2402297,05/04/2024,MOE,Ministry of Education,2211320,cervical cancer screening,MedSupplies Ltd,-822159.76,CHEQUE
KE-2402298,10/06/2024,MOI,Ministry of Interior,2210201,Communication supplies,United Diagnostics,4324.55,CHEQUE
KE-2402299,12/01/2024,MOFA,Ministry of Family Affairs,2211320,Cervical cancer screening,Care Foundation,67573.92,BANK_TRANSFER
KE-2402300,10/02/2024,MOI,Ministry of Interior,2211103,Vaccines,Care Foundation,-7269.32,CHEQUE
KE-2402301,17/06/2024,MOFA,Ministry of Family Affairs,2210301,Domestic travel,Highlands Print Works,285975.09,MOBILE_MONEY
KE-2402302,25/06/2024,MOFA,Ministry of Family Affairs,2211501,Refined fuels,NextGen IT,1223.85,CHEQUE
KE-2402303,11/07/2023,MOFA,Ministry of Family Affairs,3110701,Purchase of vehicles - ambulances,Modern Office Systems,6265.08,BANK_TRANSFER
KE-2402304,19/10/2023,MOH,Ministry of Health,2211305,Immunisation outreach,Public Health Institute,818185.15,CHEQUE
KE-2402305,14/07/2023,MOE,Ministry of Education,2211511,printing and stationery,Regional Bank Services,113164.26,BANK_TRANSFER
KE-2402306,09/10/2023,MOI,Ministry of Interior,2211199,General medical consumables,MedSupplies Ltd,203822.58,BANK_TRANSFER
KE-2402307,18/04/2024,MOI,Ministry of Interior,2211305,Immunisation outreach,SafeWater Kenya,1619721.52,MOBILE_MONEY
KE-2402308,07/02/2024,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,Nile Motors,293174.09,MOBILE_MONEY
KE-2402309,28/03/2024,MOE,Ministry of Education,2211101,Medical drugs,Regional Bank Services,2394.14,MOBILE_MONEY
KE-2402310,04/08/2023,MOE,Ministry of Education,2211110,Maternity supplies and delivery kits,MediPlus Distributors,127743.3,BANK_TRANSFER
KE-2402311,31/03/2024,MOH,Ministry of Health,2211306,Antenatal outreach services,TechnoServ Africa,2069.47,BANK_TRANSFER
KE-2402312,18/04/2024,MOF,Ministry of Finance,2211306,Antenatal outreach services,GreenLeaf Consultancy,1913233.78,MOBILE_MONEY
KE-2402313,30/03/2024,MOE,Ministry of Education,2211404,SGBV survivor support services,Modern Office Systems,60941.79,CHEQUE
KE-2402314,11/09/2023,MOE,Ministry of Education,2210201,Communication supplies,MedSupplies Ltd,8006.72,BANK_TRANSFER
KE-2402315,26/01/2024,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,MediPlus Distributors,814148.4,CHEQUE
KE-2402316,09/03/2024,MOF,Ministry of Finance,2211201,Laboratory reagents,TransAfrica Logistics,361823.55,BANK_TRANSFER
KE-2402317,03/07/2023,MOE,Ministry of Education,2211305,IMMUNISATION OUTREACH,PharmaWest Africa,1460379.05,MOBILE_MONEY
KE-2402318,26/02/2024,MOFA,Ministry of Family Affairs,3110701,Purchase of vehicles - ambulances,Sunrise Cleaning Services,1008458.43,MOBILE_MONEY
KE-2402319,21/07/2023,MOI,Ministry of Interior,2110101,Basic salaries - permanent employees,Nile Motors,13718.07,BANK_TRANSFER
KE-2402320,13/06/2024,MOH,Ministry of Health,2211407,Cleaning and fumigation - health facilities,TransAfrica Logistics,1927.82,CHEQUE
KE-2402321,02/04/2024,MOE,Ministry of Education,3110101,Construction of buildings - health facilities,Nile Motors,615974.25,MOBILE_MONEY
KE-2402322,22/07/2023,MOF,Ministry of Finance,2211320,Cervical cancer screening,MedSupplies Ltd,96859.81,BANK_TRANSFER
KE-2402323,28/05/2024,MOFA,Ministry of Family Affairs,2211110,maternity supplies and delivery kits,Modern Office Systems,346312.62,CHEQUE
KE-2402324,07/11/2023,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,Highlands Print Works,5449.1,CHEQUE
KE-2402325,17/03/2024,MOI,Ministry of Interior,2211201,laboratory reagents,TransAfrica Logistics,27590.25,CHEQUE
KE-2402326,16/09/2023,MOH,Ministry of Health,2210301,Domestic travel,NextGen IT,7742.96,CHEQUE
KE-2402327,23/03/2024,MOH,Ministry of Health,2211199,General medical consumables,PharmaWest Africa,-263549.04,BANK_TRANSFER
KE-2402328,01/04/2024,MOF,Ministry of Finance,2210201,Communication supplies,Modern Office Systems,295628.82,BANK_TRANSFER
KE-2402329,29/05/2024,MOE,Ministry of Education,2211320,Cervical cancer screening,TechnoServ Africa,23097.91,MOBILE_MONEY
KE-2402330,19/05/2024,MOF,Ministry of Finance,2211407,Cleaning and fumigation - health facilities,TransAfrica Logistics,1106418.26,CHEQUE
KE-2402331,27/12/2023,MOFA,Ministry of Family Affairs,2211308,Youth SRH counselling services,Vitalis Pharma,78608.3,CHEQUE
KE-2402332,29/04/2024,MOFA,Ministry of Family Affairs,2211102,Contraceptives and family planning commodities,NextGen IT,,CHEQUE
KE-2402333,30/08/2023,MOH,Ministry of Health,2211105,HIV test kits and ARVs,Public Health Institute,58515.39,MOBILE_MONEY
KE-2402334,12/11/2023,MOE,Ministry of Education,2211320,Cervical cancer screening,TechnoServ Africa,6514.39,CHEQUE
KE-2402335,10/01/2024,MOE,Ministry of Education,2211103,Vaccines,Public Health Institute,63227.53,MOBILE_MONEY
KE-2402336,29/11/2023,MOFA,Ministry of Family Affairs,2110101,Basic salaries - permanent employees,GreenLeaf Consultancy,2551.8,BANK_TRANSFER
KE-2402337,24/10/2023,MOE,Ministry of Education,2211102,Contraceptives and family planning commodities,MediPlus Distributors,1072916.76,BANK_TRANSFER
KE-2402338,16/12/2023,MOH,Ministry of Health,3110101,Construction of buildings - health facilities,MedSupplies Ltd,122440.6,BANK_TRANSFER
KE-2402339,28/02/2024,MOF,Ministry of Finance,2211305,Immunisation outreach,MedSupplies Ltd,300288.08,CHEQUE
KE-2402340,14/01/2024,MOE,Ministry of Education,2211105,HIV test kits and ARVs,Highlands Print Works,3650.44,CHEQUE
